cost,demand,inflow
78.99310600670663,11.743615339930738,1.0408799166198714
70.56470589749253,6.97262208995658,1.6436463404984378
98.60680412277344,7.430582191261154,1.0731589204464111
50.745442464255,6.825767696075024,1.9540343256651065
76.0177496861859,8.300218100905163,1.8697708599946563
81.97807998401368,7.047715348731474,1.6445767642913747
91.98109670290356,8.018859856049206,1.370324943190131
98.35713844576915,10.385465681109197,1.4231385037460311
89.48822047675654,9.391769156146662,1.551946145856095
84.80203490719501,9.420853782983384,1.5809401966212968
78.33521512718751,5.609767244731876,1.400138143164675
76.81842843646652,9.243369470746206,1.6214555620150768
85.56946246685766,12.404576853231342,1.5155198308786608
55.19647302348929,9.147410103477203,1.591711298185833
90.3352057847161,6.984325734962267,1.687428739260445
93.52696694482589,10.838685264868793,1.437633674907818
98.13572616107817,8.491587061602488,0.9156471242508628
57.55900724740536,7.519364753630959,2.0590598742478163
85.7677335665876,10.885293490914972,1.3965587361094607
96.97738209601255,9.03177061829831,1.6016167175556961
76.31718396046236,10.923859678739058,1.3915277433752555
53.89841613912095,9.973757808686955,1.7454172138941517
98.3098342308591,5.750921479088115,1.4839287787635393
83.32789280307534,10.302243594846757,1.2201437045226837
66.6929527153965,8.751935151476227,1.3031409716574256
90.10993858323603,12.7493966952784,1.325752782359222
57.822920424874134,5.860928119738384,1.2673240367875092
69.03996049538952,5.316734982983608,1.3542813998236691
53.43795584871839,3.046149506793622,1.3977053673778124
93.08624426237566,8.26355605066175,1.4546092962173514
50.271827977597646,7.824010980370349,1.4241327233184464
84.92388595224362,7.999972429268586,1.343275786266237
67.46154494753272,7.063888911580229,1.2256790767083148
95.54851146970697,9.665965636854299,1.6389919416913232
98.68266667571879,8.975737241278033,1.4051697048403808
88.03297646838547,11.012790366546236,1.5311784159231285
74.44558045799099,7.289544901959591,1.3860866202256172
68.13212852791862,7.824211581848066,1.3946195749068773
85.43689108795223,8.356792387988179,1.4363410144841715
82.83468210825777,14.452465446693811,1.7125604706736994
58.693145888452676,12.358971048093121,1.62798593262592
84.86800889753366,6.374084862662038,1.589599592555534
59.5861640658458,8.58606623993231,1.4812672809312177
55.02572627059055,9.927148383829476,1.4487587330740652
71.06941473205553,8.589216297232362,1.5952068274544677
90.79630220633561,8.713482546480437,1.1283491358782767
97.19819762076023,10.17097039341827,1.4611438077722374
86.96275649309274,8.566668638453404,1.1366152567765155
50.887544129318215,8.254857653139325,1.6172082625097925
88.74876188639684,5.29098811785104,1.5393601377169992
60.82333953377318,11.350928541452687,1.4868102860168393
75.70596352942312,9.54806888098642,1.784617239675668
82.62322564169294,8.00139641134113,1.1727239797511386
94.79275077060765,8.362322659329093,1.5577232041527307
84.41720849035778,9.175110669712584,1.7821054183611187
83.07804930343109,8.571828457185342,1.359519568261748
87.60777442900421,10.582170338354366,1.6587396349234647
93.45710875003016,12.824843675949847,1.2970588602043602
83.95106132291721,8.275109824343758,1.8041833112414118
99.9591407910829,6.380749891635116,1.6228114091837653
56.319301559509164,4.428207351915697,1.6117746892101354
98.26215768024191,10.89572778175403,1.6294332954378865
75.79092268592981,8.234551750770551,1.6833684420664667
74.42381663345124,9.037150352600685,1.2100588271755637
76.39183439745864,7.281011267311675,1.2464246263610521
95.85683339663204,7.903128004277986,1.180471334862475
85.34757118893214,6.275801153387552,1.4183319844884468
87.6601400729901,8.116925510093738,1.5311079394965292
78.68225275067907,7.549505928911623,1.3310619169378888
86.59362333928593,9.77124945656392,1.5031840908238885
