,value1,value2
0,0.5720970849753597,0.5642435979370678
1,0.5798208613151963,0.4257766628695131
2,0.00959056645516354,0.5354774397007119
3,0.13189411778178625,0.47116751057851813
4,0.3131728462794716,0.4544401788743843
5,0.12146464878402838,0.5003051647584069
6,0.19066808940031985,0.49945337904926645
7,0.1418877962214959,0.5353948082722301
8,0.0,0.5374079221716956
9,0.24006283831436487,0.4881267171976777
10,0.4826745985690062,0.4438277208323585
11,0.3893151502405431,0.504066053244286
12,0.0,0.5670492929971506
13,0.5161385635272507,0.4461722683149801
14,0.08473361979768729,0.4978614672022062
15,0.6737142614324932,0.47387473346062586
16,0.5609753689558636,0.4240185985841228
17,0.3881037445836175,0.5533795637145958
18,0.05810817776671598,0.5227751440210082
19,0.0,0.5151405532116243
20,0.04016265862711643,0.5599737280025839
21,0.03795082538770578,0.4619012045273383
22,0.43565987315928323,0.394930513896086
23,0.17205869423033307,0.4378592356250946
24,0.6178669448027442,0.5395015230409033
25,0.3643039720914516,0.41285384384200874
26,0.0,0.4928005916916036
27,0.3661676173752498,0.5049975898806233
28,0.4100183789120427,0.4889059664977223
29,0.22468889899435068,0.3812368877470423
30,0.08959512772627248,0.4234749613646644
31,0.18210738455275277,0.5281154212258087
32,0.40254653863145845,0.5467357918616087
33,0.1686699130291496,0.3685709330963034
34,0.08662273253534311,0.53363851457186
35,0.09898772437474629,0.46650941405706586
36,0.6633274563952507,0.46446825211606463
37,0.34561163831371783,0.4317330375448032
38,0.0,0.5947560846295933
39,0.5709648592097147,0.6355257560225516
40,0.16147076493047843,0.4258711561109172
41,0.0,0.4748747672337579
42,0.0,0.586878118587137
43,0.10324919362392052,0.5072236239360324
44,0.3290897532478518,0.40537978130034424
45,0.19844154404148795,0.5545339326202936
46,0.0,0.5830776068517297
47,0.3782126525681495,0.4975329131924824
48,0.6992062656208562,0.37656049958262416
49,0.12396957723164057,0.5668862958994203
50,0.5994154705799913,0.5065433462762428
51,0.5843929957279316,0.5397504850558934
52,0.24405100554006823,0.5372034325684318
53,0.6917424329879953,0.47091773629269734
54,0.46318923686619695,0.4800179225984645
55,0.19544821394619716,0.5480720802043298
56,0.1347437278847102,0.5384404731276473
57,0.651806113407813,0.3453584176623083
58,0.691927752569724,0.5076865759458823
59,0.39538311615003546,0.6110834578124307
60,0.4084504040231381,0.569756544305706
61,0.5140730309771779,0.5699405830598363
62,0.45897655979088847,0.31038267050698587
63,0.5379906496584145,0.5043754688439511
64,0.3867165766021595,0.5551455069892002
65,0.28599470577205055,0.45173904741635595
66,0.44155611648429816,0.5508283164574113
67,0.49280600529803265,0.6079899288210928
68,0.6993254230709602,0.5257288626868609
69,0.07999720088743367,0.38363433190927304
70,0.23668885917168472,0.6522926474462548
71,0.09733833608215406,0.5132851066109442
