,value1,value2
0,0.08327880956823985,0.5768168612356684
1,0.3429157771983464,0.6018748173149738
2,0.9509630673714076,0.7347747626673566
3,0.5877095512777039,0.656151149875611
4,0.12307567295557775,0.6257038834788321
5,0.6260423644327245,0.43886154102040364
6,0.2389898527796226,0.6360691617418132
7,0.7310213911062831,0.6191923524625502
8,0.19939986650954994,0.46694799214113564
9,0.19986974651742484,0.6459804620205752
10,0.8219778621547884,0.5931258904467785
11,0.0,0.611814645431485
12,1.0,0.6257475087629303
13,0.5826387155584296,0.7198416662418957
14,0.07103319755112797,0.5502346652284008
15,0.4961015919659811,0.6074296770063838
16,0.0,0.5401757417451334
17,0.2918661093985806,0.7110305701743573
18,0.5120966955720068,0.5802501545835075
19,0.7705003649743424,0.7115919179103892
20,0.6804937657224452,0.5536410353494973
21,0.5500497735147563,0.4713671211031194
22,0.7251819118086833,0.5111188482206068
23,0.20394283122211737,0.49138376619258967
24,0.5560033797392108,0.5582666347803553
25,0.26129584292539726,0.6061987782044121
26,0.897217853958565,0.4866652383066749
27,0.654119439640847,0.7001448869808176
28,0.6995429602371657,0.5042406212841339
29,0.7042319600755536,0.676257879723984
30,0.27875475581370424,0.5197221492296038
31,1.0,0.544848084173411
32,0.37272243537842087,0.6593527645917401
33,0.6575285049516033,0.6362165118249081
34,0.3911718164247473,0.5708976957452483
35,0.6522109447828106,0.7096346664084399
36,0.3562424892267381,0.5839615323391067
37,0.5559821796365453,0.6966521957309717
38,0.7229856395453017,0.7187429749285091
39,0.5913678697541125,0.7108275220178071
40,0.613070951175688,0.5749383032997138
41,1.0,0.6022960255118622
42,0.5815100064340012,0.6409366514378472
43,0.3446656743648635,0.6323596443830468
44,0.5529512633364009,0.643703947963795
45,0.17899445500197103,0.5608903509824968
46,0.40718097338414955,0.6272726505195131
47,0.34538859735968186,0.5895304221009009
48,0.26438265963176394,0.48874280244786883
49,0.3534361081778886,0.60746037830209
50,0.14177736150471892,0.5127116813135989
51,0.4489521376302062,0.6671479884229778
52,0.5362797287422733,0.509343158724668
53,0.2869121258368243,0.5615165113084888
54,0.6743776671046632,0.5325145559455374
55,1.0,0.6072753454065346
56,0.22545577967070973,0.6166087572611307
57,0.7019505070150241,0.4565907583627844
58,0.1434524488138082,0.5283906303620356
59,0.6772177855309899,0.5973141821898337
60,0.1963070141492655,0.7010029198766164
61,0.26806592030662324,0.602795757236306
62,0.6470151213141084,0.6014744003808777
63,0.4565877145703181,0.674539226413877
64,0.9551200410419413,0.6099156722841904
65,0.44481295696879136,0.6535410379723822
66,0.9861640972212348,0.6762574558338633
67,0.9539122146135359,0.6309385921364091
68,0.45276814638648544,0.5273951531394461
69,0.061599465935326725,0.503018342681084
70,0.3939746293375611,0.6300714078247546
71,0.45422191292280684,0.5891815318083321
72,0.5409753341021303,0.5095386270424982
73,0.8429415053164984,0.5571819436865703
74,0.5615129402934863,0.5099697529515884
75,0.4831024645101437,0.5018584661622232
76,0.4767343941913338,0.6476445062182363
77,0.6855511995750962,0.5811399436652301
78,0.2716965514109737,0.6331285332037447
79,0.30112413197804416,0.5376397073301005
80,0.6130148722862134,0.4672093689569018
81,0.6423462524762329,0.7775241477775148
82,0.45045975087576273,0.6563965674474471
83,0.2912419004721275,0.669704918337389
84,0.6381141361588342,0.6440657199451711
85,0.26764713261580975,0.6222769982637222
86,0.6948714879958237,0.486926920161599
87,0.5677905355036356,0.5445741445874184
88,0.730074712728026,0.6138698537274144
89,0.7570277863876356,0.7472919950152207
90,0.42910417028025566,0.6519556548593981
91,0.6926262655675471,0.6033703582280047
92,0.6074994081629385,0.5064003107199088
93,0.4592032823092817,0.5886886978943842
94,0.6490933601818443,0.6260828387365035
95,0.3266499510920753,0.5526975533835197
96,0.6704493596273865,0.5406290700593358
97,0.0879698568386954,0.6545976751626124
98,0.4117511969570195,0.7264629450181538
99,0.6935311266760336,0.7299243173107014
100,0.6264958314950346,0.6223059873539751
101,0.5506858040606073,0.7100997942586414
102,0.7103738182138221,0.7195977515495833
103,0.5202838324676302,0.7213694758155311
104,0.3841653366945462,0.6376456666368633
105,0.8267114755053162,0.5955402156170545
106,0.7802724983029069,0.6336867723604277
107,0.8389568075658194,0.5060577499188557
108,0.4536899380947981,0.6632549487874488
109,0.4324315191612977,0.6652458797645486
110,1.0,0.7070663219142083
111,0.3482589439234819,0.7090928495046733
112,0.3459560048160884,0.5751724931027139
113,0.5813997997623318,0.5709982491527957
114,0.8839029404632301,0.6038785195088858
115,0.616539552943328,0.6533883595296656
116,0.29881804309973314,0.563806341854844
117,0.20804548106705034,0.6124441272731107
118,0.37774218174486873,0.5461735683002473
119,0.3853069084255742,0.6654976312113698
120,0.8464744708364349,0.5063676852277867
121,0.8670297914184986,0.5764728259329182
122,0.4561895568197167,0.6314931548194248
123,0.6177774230530337,0.5747042442499684
124,0.4636237249700662,0.694035285571876
125,0.6280767177699457,0.6257616456885918
126,0.24312343674615494,0.8
127,0.9353843532093742,0.6091339346579687
128,0.4047006912974304,0.5707717641865102
129,0.5534991488690202,0.6429584162200123
130,0.5388727731769092,0.6112380728425307
131,0.7633812246796263,0.6216600420712579
132,0.19870350681074384,0.7191756082038023
133,0.31736166312374164,0.6714411381783293
134,0.564353432094422,0.6543397110193295
135,0.9803465167353405,0.5256227219883692
136,0.4707931210704551,0.6383011561482738
137,0.4161284339468017,0.6319634060970608
138,0.14746514540794847,0.43837980388322006
139,0.6083223879064749,0.7787635764101069
140,0.5245480338767908,0.6433400739265628
141,0.4706606009373633,0.5105987946809875
142,0.5576976686772581,0.4964359583542944
143,0.6512944259385325,0.617360273773641
144,0.5889073214115107,0.5208393167728695
145,0.1196276336321499,0.5635824895829344
146,0.5169761169647162,0.5860338108898244
147,0.524353074935334,0.5703999309689282
148,0.4047867777863422,0.5321761983161464
149,0.5626011904377569,0.6074937354711398
150,0.6350398344299206,0.6232094958923344
151,0.4593138730043639,0.6671041533881977
152,0.682647722785326,0.6003986533148666
153,0.6345448378833934,0.7287491490327341
154,0.0,0.5934565178518061
